brewery_id,beer_id,name,brewery,style,abv,ratings,ba_score,avg,url
43481,169611,Cutting Tiles - Mosaic,Trillium Brewing Company,"1,467",4.52,,,,https://www.beeradvocate.com/beer/profile/43481/169611/
23222,232168,Pseudo Sue - Double Dry Hop,Toppling Goliath Brewing Company,"1,462",4.52,,,,https://www.beeradvocate.com/beer/profile/23222/232168/
36710,268562,Label Us Notorious,J. Wakefield Brewing,98,4.58,,,,https://www.beeradvocate.com/beer/profile/36710/268562/
28743,189696,In Perpetuity,Tree House Brewing Company,"1,139",4.52,,,,https://www.beeradvocate.com/beer/profile/28743/189696/
32409,332100,Rocky Road - Bourbon Barrel-Aged,Angry Chair Brewing,113,4.57,,,,https://www.beeradvocate.com/beer/profile/32409/332100/
34258,349395,Canuckley,Transient Artisan Ales,241,4.54,,,,https://www.beeradvocate.com/beer/profile/34258/349395/
31805,67720,Wide Awake It's Morning,Funky Buddha Brewery,"1,008",4.52,,,,https://www.beeradvocate.com/beer/profile/31805/67720/
2216,8773,Framboos,Brouwerij 3 Fonteinen,914,4.52,,,,https://www.beeradvocate.com/beer/profile/2216/8773/
388,36316,Blåbær Lambik,Brasserie Cantillon,904,4.52,,,,https://www.beeradvocate.com/beer/profile/388/36316/
28743,608164,The Greenest Green,Tree House Brewing Company,225,4.54,,,,https://www.beeradvocate.com/beer/profile/28743/608164/
33510,249487,Double Dry Hopped Double Mosaic Dream,Other Half Brewing - Center Street,774,4.52,,,,https://www.beeradvocate.com/beer/profile/33510/249487/
1199,11757,Breakfast Stout,Founders Brewing Company,"18,030",4.51,,,,https://www.beeradvocate.com/beer/profile/1199/11757/
2210,41121,§ucaba,Firestone Walker Brewing Co.,"5,549",4.51,,,,https://www.beeradvocate.com/beer/profile/2210/41121/
22511,66815,Art,Hill Farmstead Brewery,558,4.52,,,,https://www.beeradvocate.com/beer/profile/22511/66815/
22511,239223,Dorothy (Wine Barrel Aged),Hill Farmstead Brewery,294,4.53,,,,https://www.beeradvocate.com/beer/profile/22511/239223/
33510,287574,Double Dry Hopped Double Mosaic Daydream,Other Half Brewing - Center Street,532,4.52,,,,https://www.beeradvocate.com/beer/profile/33510/287574/
23222,440660,King Sue - Double Dry-Hopped,Toppling Goliath Brewing Company,515,4.52,,,,https://www.beeradvocate.com/beer/profile/23222/440660/
30356,102340,Pirate Bomb!,Prairie Artisan Ales,"2,474",4.51,,,,https://www.beeradvocate.com/beer/profile/30356/102340/
396,31484,Speedway Stout - Bourbon Barrel-Aged,AleSmith Brewing Company,"2,415",4.51,,,,https://www.beeradvocate.com/beer/profile/396/31484/
16866,74295,Grey Monday,The Bruery,"1,953",4.51,,,,https://www.beeradvocate.com/beer/profile/16866/74295/
388,13826,Lou Pepe - Gueuze,Brasserie Cantillon,"1,280",4.51,,,,https://www.beeradvocate.com/beer/profile/388/13826/
22511,90634,Society & Solitude #6,Hill Farmstead Brewery,"1,061",4.51,,,,https://www.beeradvocate.com/beer/profile/22511/90634/
24018,114236,Montmorency Vs Balaton,Jester King Brewery,975,4.51,,,,https://www.beeradvocate.com/beer/profile/24018/114236/
28743,507933,Truth - Vanilla Bean,Tree House Brewing Company,109,4.56,,,,https://www.beeradvocate.com/beer/profile/28743/507933/
33510,261445,Double Dry Hopped Mylar Bags,Other Half Brewing - Center Street,699,4.51,,,,https://www.beeradvocate.com/beer/profile/33510/261445/
25888,87679,Barrel-Aged Sump Coffee Stout,Perennial Artisan Ales,690,4.51,,,,https://www.beeradvocate.com/beer/profile/25888/87679/
207,645,Trappistes Rochefort 10,Brasserie de Rochefort,"10,106",4.5,,,,https://www.beeradvocate.com/beer/profile/207/645/
43481,325511,Affogato - Bourbon Barrel-Aged,Trillium Brewing Company,192,4.53,,,,https://www.beeradvocate.com/beer/profile/43481/325511/
22511,86487,Susan,Hill Farmstead Brewery,"2,162",4.5,,,,https://www.beeradvocate.com/beer/profile/22511/86487/
396,75218,Speedway Stout - Vietnamese Coffee,AleSmith Brewing Company,"2,023",4.5,,,,https://www.beeradvocate.com/beer/profile/396/75218/
42273,262918,Magnus,Forager Brewing Company,46,4.63,,,,https://www.beeradvocate.com/beer/profile/42273/262918/
24300,104699,Imperial Biscotti Break - Bourbon Barrel-Aged,Evil Twin Brewing,"1,697",4.5,,,,https://www.beeradvocate.com/beer/profile/24300/104699/
28743,313583,"Somewhere, Something Incredible Is Waiting To Be Known",Tree House Brewing Company,446,4.51,,,,https://www.beeradvocate.com/beer/profile/28743/313583/
43481,150209,Double Dry Hopped Melcher Street,Trillium Brewing Company,"1,439",4.5,,,,https://www.beeradvocate.com/beer/profile/43481/150209/
43481,154542,Fort Point Pale Ale - Mosaic Dry Hopped,Trillium Brewing Company,"1,314",4.5,,,,https://www.beeradvocate.com/beer/profile/43481/154542/
43481,130699,Heavy Mettle,Trillium Brewing Company,"1,248",4.5,,,,https://www.beeradvocate.com/beer/profile/43481/130699/
2216,79387,Oude Geuze Golden Blend,Brouwerij 3 Fonteinen,"1,221",4.5,,,,https://www.beeradvocate.com/beer/profile/2216/79387/
2216,39096,Hommage,Brouwerij 3 Fonteinen,"1,198",4.5,,,,https://www.beeradvocate.com/beer/profile/2216/39096/
28019,84487,Saison Bernice,Sante Adairius Rustic Ales,"1,111",4.5,,,,https://www.beeradvocate.com/beer/profile/28019/84487/
43481,162357,Upper Case,Trillium Brewing Company,"1,071",4.5,,,,https://www.beeradvocate.com/beer/profile/43481/162357/
32319,208933,Leaner,Side Project Brewing,131,4.54,,,,https://www.beeradvocate.com/beer/profile/32319/208933/
28657,254769,Foggier Window,Monkish Brewing Co.,345,4.51,,,,https://www.beeradvocate.com/beer/profile/28657/254769/
36949,216398,Midnight Still,Holy Mountain Brewing Company - Interbay Brewery + Taproom,219,4.52,,,,https://www.beeradvocate.com/beer/profile/36949/216398/
43481,245080,Cutting Tiles - Galaxy,Trillium Brewing Company,627,4.5,,,,https://www.beeradvocate.com/beer/profile/43481/245080/
